A,EstadoA,B,EstadoB
MURIAÉ,MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,MG
MURIAÉ,MG,VIEIRAS,MG
MUTUM,MG,POCRANE,MG
MUTUM,MG,TAPARUBA,MG
NACIP RAYDAN,MG,SANTA MARIA DO SUAÇUÍ,MG
NACIP RAYDAN,MG,SÃO JOSÉ DA SAFIRA,MG
NACIP RAYDAN,MG,VIRGOLÂNDIA,MG
NANUQUE,MG,SERRA DOS AIMORÉS,MG
NAQUE,MG,PERIQUITO,MG
NATALÂNDIA,MG,UNAÍ,MG
NATÉRCIA,MG,PEDRALVA,MG
NATÉRCIA,MG,SANTA RITA DO SAPUCAÍ,MG
NAZARENO,MG,SÃO JOÃO DEL REI,MG
NAZARENO,MG,SÃO TIAGO,MG
NEPOMUCENO,MG,PERDÕES,MG
NEPOMUCENO,MG,SANTANA DA VARGEM,MG
NEPOMUCENO,MG,TRÊS PONTAS,MG
NINHEIRA,MG,SÃO JOÃO DO PARAÍSO,MG
NOVA ERA,MG,SANTA MARIA DE ITABIRA,MG
NOVA ERA,MG,SÃO DOMINGOS DO PRATA,MG
NOVA LIMA,MG,RAPOSOS,MG
NOVA LIMA,MG,RIO ACIMA,MG
NOVA LIMA,MG,SABARÁ,MG
NOVA MÓDICA,MG,PESCADOR,MG
NOVA MÓDICA,MG,SÃO FÉLIX DE MINAS,MG
NOVA MÓDICA,MG,SÃO JOSÉ DO DIVINO,MG
NOVA PONTE,MG,PEDRINÓPOLIS,MG
NOVA PONTE,MG,ROMARIA,MG
NOVA PONTE,MG,SACRAMENTO,MG
NOVA PONTE,MG,SANTA JULIANA,MG
NOVA PONTE,MG,UBERABA,MG
NOVA PORTEIRINHA,MG,PORTEIRINHA,MG
NOVA RESENDE,MG,SÃO PEDRO DA UNIÃO,MG
NOVA SERRANA,MG,PERDIGÃO,MG
NOVA SERRANA,MG,SÃO GONÇALO DO PARÁ,MG
NOVA UNIÃO,MG,TAQUARAÇU DE MINAS,MG
NOVO CRUZEIRO,MG,SETUBINHA,MG
NOVO ORIENTE DE MINAS,MG,PAVÃO,MG
NOVO ORIENTE DE MINAS,MG,PONTO DOS VOLANTES,MG
NOVO ORIENTE DE MINAS,MG,TEÓFILO OTONI,MG
NOVORIZONTE,MG,RIO PARDO DE MINAS,MG
NOVORIZONTE,MG,SALINAS,MG
OLARIA,MG,RIO PRETO,MG
OLIVEIRA,MG,PASSA TEMPO,MG
OLIVEIRA,MG,RESENDE COSTA,MG
OLIVEIRA,MG,SANTO ANTÔNIO DO AMPARO,MG
OLIVEIRA,MG,SÃO FRANCISCO DE PAULA,MG
OLIVEIRA,MG,SÃO TIAGO,MG
OLIVEIRA FORTES,MG,PAIVA,MG
OLIVEIRA FORTES,MG,SANTA BÁRBARA DO TUGÚRIO,MG
OLIVEIRA FORTES,MG,SANTOS DUMONT,MG
ONÇA DE PITANGUI,MG,PARÁ DE MINAS,MG
ONÇA DE PITANGUI,MG,PEQUI,MG
ONÇA DE PITANGUI,MG,PITANGUI,MG
ONÇA DE PITANGUI,MG,SÃO JOSÉ DA VARGINHA,MG
ORATÓRIOS,MG,PONTE NOVA,MG
ORATÓRIOS,MG,URUCÂNIA,MG
ORIZÂNIA,MG,SANTA MARGARIDA,MG
ORIZÂNIA,MG,SÃO JOÃO DO MANHUAÇU,MG
OURO BRANCO,MG,OURO PRETO,MG
OURO FINO,MG,SANTA RITA DE CALDAS,MG
OURO PRETO,MG,PIRANGA,MG
OURO PRETO,MG,SANTA BÁRBARA,MG
OURO VERDE DE MINAS,MG,TEÓFILO OTONI,MG
PADRE CARVALHO,MG,RUBELITA,MG
PADRE PARAÍSO,MG,PONTO DOS VOLANTES,MG
PAI PEDRO,MG,PORTEIRINHA,MG
PAINEIRAS,MG,POMPÉU,MG
PAINEIRAS,MG,TIROS,MG
PAINS,MG,PIMENTA,MG
PAINS,MG,PIUMHI,MG
PAIVA,MG,SANTA BÁRBARA DO TUGÚRIO,MG
PALMA,MG,RECREIO,MG
PALMA,MG,SANTO ANTÔNIO DE PÁDUA,RJ
PALMÓPOLIS,MG,RIO DO PRADO,MG
PALMÓPOLIS,MG,RUBIM,MG
PALMÓPOLIS,MG,SANTO ANTÔNIO DO JACINTO,MG
PAPAGAIOS,MG,PARAOPEBA,MG
PAPAGAIOS,MG,PITANGUI,MG
PAPAGAIOS,MG,POMPÉU,MG
PARÁ DE MINAS,MG,SÃO JOSÉ DA VARGINHA,MG
PARACATU,MG,UNAÍ,MG
PARACATU,MG,VAZANTE,MG
PARAGUAÇU,MG,TRÊS PONTAS,MG
PARAOPEBA,MG,SETE LAGOAS,MG
PASSA-VINTE,MG,SANTA RITA DE JACUTINGA,MG
PASSA-VINTE,MG,QUATIS,RJ
PASSA-VINTE,MG,RESENDE,RJ
PASSA QUATRO,MG,VIRGÍNIA,MG
PASSA TEMPO,MG,PIRACEMA,MG
PASSA TEMPO,MG,RESENDE COSTA,MG
PASSA TEMPO,MG,SÃO TIAGO,MG
PASSABÉM,MG,SANTA MARIA DE ITABIRA,MG
PASSABÉM,MG,SÃO SEBASTIÃO DO RIO PRETO,MG
PASSOS,MG,SÃO JOÃO BATISTA DO GLÓRIA,MG
PATIS,MG,SÃO JOÃO DA PONTE,MG
PATOS DE MINAS,MG,PRESIDENTE OLEGÁRIO,MG
PATOS DE MINAS,MG,SERRA DO SALITRE,MG
PATOS DE MINAS,MG,TIROS,MG
PATOS DE MINAS,MG,VARJÃO DE MINAS,MG
PATROCÍNIO,MG,PERDIZES,MG
PATROCÍNIO,MG,SERRA DO SALITRE,MG
PATROCÍNIO DO MURIAÉ,MG,LAJE DO MURIAÉ,RJ
PAULA CÂNDIDO,MG,PORTO FIRME,MG
PAULA CÂNDIDO,MG,PRESIDENTE BERNARDES,MG
PAULA CÂNDIDO,MG,SÃO GERALDO,MG
PAULA CÂNDIDO,MG,SENADOR FIRMINO,MG
PAULA CÂNDIDO,MG,VIÇOSA,MG
PAULA CÂNDIDO,MG,VISCONDE DO RIO BRANCO,MG
PAULISTAS,MG,RIO VERMELHO,MG
PAULISTAS,MG,SABINÓPOLIS,MG
PAULISTAS,MG,SÃO JOÃO EVANGELISTA,MG
PAVÃO,MG,TEÓFILO OTONI,MG
PEÇANHA,MG,SANTA MARIA DO SUAÇUÍ,MG
PEÇANHA,MG,SÃO JOÃO EVANGELISTA,MG
PEÇANHA,MG,SÃO PEDRO DO SUAÇUÍ,MG
PEÇANHA,MG,SARDOÁ,MG
PEÇANHA,MG,VIRGINÓPOLIS,MG
PEÇANHA,MG,VIRGOLÂNDIA,MG
PEDRA BONITA,MG,SANTA MARGARIDA,MG
PEDRA BONITA,MG,SERICITA,MG
PEDRA DO ANTA,MG,SÃO MIGUEL DO ANTA,MG
PEDRA DO ANTA,MG,TEIXEIRAS,MG
PEDRA DO INDAIÁ,MG,SANTO ANTÔNIO DO MONTE,MG
PEDRA DO INDAIÁ,MG,SÃO SEBASTIÃO DO OESTE,MG
PEDRA DOURADA,MG,SÃO FRANCISCO DO GLÓRIA,MG
PEDRA DOURADA,MG,TOMBOS,MG
PEDRA DOURADA,MG,VIEIRAS,MG
PEDRALVA,MG,SANTA RITA DO SAPUCAÍ,MG
PEDRALVA,MG,SÃO JOSÉ DO ALEGRE,MG
PEDRAS DE MARIA DA CRUZ,MG,SÃO FRANCISCO,MG
PEDRAS DE MARIA DA CRUZ,MG,VARZELÂNDIA,MG
PEDRINÓPOLIS,MG,PERDIZES,MG
PEDRINÓPOLIS,MG,SANTA JULIANA,MG
PEDRO LEOPOLDO,MG,RIBEIRÃO DAS NEVES,MG
PEDRO LEOPOLDO,MG,SÃO JOSÉ DA LAPA,MG
PEDRO LEOPOLDO,MG,VESPASIANO,MG
PEQUERI,MG,SANTANA DO DESERTO,MG
PEQUI,MG,SÃO JOSÉ DA VARGINHA,MG
PERDIGÃO,MG,SANTO ANTÔNIO DO MONTE,MG
PERDIZES,MG,SACRAMENTO,MG
PERDIZES,MG,SANTA JULIANA,MG
PERDIZES,MG,SERRA DO SALITRE,MG
PERDÕES,MG,RIBEIRÃO VERMELHO,MG
PERDÕES,MG,SANTANA DO JACARÉ,MG
PERDÕES,MG,SANTO ANTÔNIO DO AMPARO,MG
PERIQUITO,MG,SOBRÁLIA,MG
PESCADOR,MG,SÃO JOSÉ DO DIVINO,MG
PIAU,MG,RIO NOVO,MG
PIAU,MG,SANTOS DUMONT,MG
PIAU,MG,TABULEIRO,MG
PIEDADE DE CARATINGA,MG,UBAPORANGA,MG
PIEDADE DE PONTE NOVA,MG,RIO CASCA,MG
PIEDADE DE PONTE NOVA,MG,SANTA CRUZ DO ESCALVADO,MG
PIEDADE DE PONTE NOVA,MG,URUCÂNIA,MG
PIEDADE DO RIO GRANDE,MG,SANTA RITA DE IBITIPOCA,MG
PIEDADE DO RIO GRANDE,MG,SANTANA DO GARAMBÉU,MG
PIEDADE DO RIO GRANDE,MG,SÃO JOÃO DEL REI,MG
PIEDADE DOS GERAIS,MG,PIRACEMA,MG
PIMENTA,MG,PIUMHI,MG
PINTÓPOLIS,MG,SÃO FRANCISCO,MG
PINTÓPOLIS,MG,SÃO ROMÃO,MG
PINTÓPOLIS,MG,URUCUIA,MG
PIRAJUBA,MG,PLANURA,MG
PIRANGA,MG,PORTO FIRME,MG
PIRANGA,MG,PRESIDENTE BERNARDES,MG
PIRANGA,MG,SENHORA DE OLIVEIRA,MG
PIRANGUÇU,MG,PIRANGUINHO,MG
PIRANGUÇU,MG,WENCESLAU BRAZ,MG
PIRANGUINHO,MG,SANTA RITA DO SAPUCAÍ,MG
PIRANGUINHO,MG,SÃO JOSÉ DO ALEGRE,MG
PIRAPETINGA,MG,RECREIO,MG
PIRAPETINGA,MG,SANTO ANTÔNIO DE PÁDUA,RJ
PIRAPORA,MG,VÁRZEA DA PALMA,MG
PIRAÚBA,MG,RIO POMBA,MG
PIRAÚBA,MG,TOCANTINS,MG
PIRAÚBA,MG,UBÁ,MG
PITANGUI,MG,POMPÉU,MG
PIUMHI,MG,SÃO ROQUE DE MINAS,MG
PIUMHI,MG,VARGEM BONITA,MG
POÇO FUNDO,MG,SÃO JOÃO DA MATA,MG
POÇO FUNDO,MG,TURVOLÂNDIA,MG
POCRANE,MG,SANTA RITA DO ITUETO,MG
POCRANE,MG,TAPARUBA,MG
PONTE NOVA,MG,RIO DOCE,MG
PONTE NOVA,MG,SANTA CRUZ DO ESCALVADO,MG
PONTE NOVA,MG,TEIXEIRAS,MG
PONTE NOVA,MG,URUCÂNIA,MG
PONTO CHIQUE,MG,SANTA FÉ DE MINAS,MG
PONTO CHIQUE,MG,SÃO ROMÃO,MG
PONTO CHIQUE,MG,UBAÍ,MG
PORTEIRINHA,MG,RIACHO DOS MACHADOS,MG
PORTEIRINHA,MG,RIO PARDO DE MINAS,MG
PORTEIRINHA,MG,SERRANÓPOLIS DE MINAS,MG
PORTO FIRME,MG,PRESIDENTE BERNARDES,MG
PORTO FIRME,MG,VIÇOSA,MG
POTÉ,MG,TEÓFILO OTONI,MG
POUSO ALEGRE,MG,SANTA RITA DO SAPUCAÍ,MG
POUSO ALEGRE,MG,SÃO SEBASTIÃO DA BELA VISTA,MG
POUSO ALEGRE,MG,SILVIANÓPOLIS,MG
POUSO ALTO,MG,SÃO LOURENÇO,MG
POUSO ALTO,MG,SÃO SEBASTIÃO DO RIO VERDE,MG
POUSO ALTO,MG,SOLEDADE DE MINAS,MG
PRADOS,MG,SÃO JOÃO DEL REI,MG
PRADOS,MG,TIRADENTES,MG
PRATA,MG,UBERLÂNDIA,MG
PRATA,MG,VERÍSSIMO,MG
PRATÁPOLIS,MG,SÃO SEBASTIÃO DO PARAÍSO,MG
PRATINHA,MG,TAPIRAÍ,MG
PRESIDENTE BERNARDES,MG,SENADOR FIRMINO,MG
PRESIDENTE BERNARDES,MG,SENHORA DE OLIVEIRA,MG
PRESIDENTE JUSCELINO,MG,SANTANA DE PIRAPAMA,MG
PRESIDENTE JUSCELINO,MG,SANTO HIPÓLITO,MG
PRESIDENTE KUBITSCHEK,MG,SERRO,MG
PRESIDENTE OLEGÁRIO,MG,SÃO GONÇALO DO ABAETÉ,MG
PRESIDENTE OLEGÁRIO,MG,VARJÃO DE MINAS,MG
PRUDENTE DE MORAIS,MG,SETE LAGOAS,MG
QUARTEL GERAL,MG,SÃO GOTARDO,MG
QUARTEL GERAL,MG,SERRA DA SAUDADE,MG
QUARTEL GERAL,MG,TIROS,MG
QUELUZITO,MG,SÃO BRÁS DO SUAÇUÍ,MG
RAPOSOS,MG,RIO ACIMA,MG
RAPOSOS,MG,SABARÁ,MG
RAUL SOARES,MG,SANTA BÁRBARA DO LESTE,MG
RAUL SOARES,MG,SÃO JOSÉ DO GOIABAL,MG
RAUL SOARES,MG,SÃO PEDRO DOS FERROS,MG
RAUL SOARES,MG,VERMELHO NOVO,MG
REDUTO,MG,SANTANA DO MANHUAÇU,MG
REDUTO,MG,SIMONÉSIA,MG
RESENDE COSTA,MG,RITÁPOLIS,MG
RESENDE COSTA,MG,SÃO TIAGO,MG
RESPLENDOR,MG,SANTA RITA DO ITUETO,MG
RESSAQUINHA,MG,SENHORA DOS REMÉDIOS,MG
RIACHINHO,MG,SANTA FÉ DE MINAS,MG
RIACHINHO,MG,SÃO ROMÃO,MG
RIACHINHO,MG,URUANA DE MINAS,MG
RIACHINHO,MG,URUCUIA,MG
RIACHO DOS MACHADOS,MG,RIO PARDO DE MINAS,MG
RIACHO DOS MACHADOS,MG,SERRANÓPOLIS DE MINAS,MG
RIBEIRÃO DAS NEVES,MG,VESPASIANO,MG
RIO ACIMA,MG,SANTA BÁRBARA,MG
RIO CASCA,MG,SANTA CRUZ DO ESCALVADO,MG
RIO CASCA,MG,SANTO ANTÔNIO DO GRAMA,MG
RIO CASCA,MG,SÃO DOMINGOS DO PRATA,MG
RIO CASCA,MG,SÃO JOSÉ DO GOIABAL,MG
RIO CASCA,MG,SÃO PEDRO DOS FERROS,MG
RIO CASCA,MG,SEM-PEIXE,MG
RIO CASCA,MG,URUCÂNIA,MG
RIO DO PRADO,MG,RUBIM,MG
RIO DOCE,MG,SANTA CRUZ DO ESCALVADO,MG
RIO DOCE,MG,SEM-PEIXE,MG
RIO ESPERA,MG,SANTANA DOS MONTES,MG
RIO ESPERA,MG,SENHORA DE OLIVEIRA,MG
RIO NOVO,MG,SÃO JOÃO NEPOMUCENO,MG
RIO NOVO,MG,TABULEIRO,MG
RIO PARANAÍBA,MG,SÃO GOTARDO,MG
RIO PARANAÍBA,MG,SERRA DO SALITRE,MG
RIO PARDO DE MINAS,MG,SALINAS,MG
RIO PARDO DE MINAS,MG,SANTO ANTÔNIO DO RETIRO,MG
RIO PARDO DE MINAS,MG,SERRANÓPOLIS DE MINAS,MG
RIO PARDO DE MINAS,MG,TAIOBEIRAS,MG
RIO PARDO DE MINAS,MG,VARGEM GRANDE DO RIO PARDO,MG
RIO PIRACICABA,MG,SANTA BÁRBARA,MG
RIO PIRACICABA,MG,SÃO DOMINGOS DO PRATA,MG
RIO PIRACICABA,MG,SÃO GONÇALO DO RIO ABAIXO,MG
RIO POMBA,MG,SILVEIRÂNIA,MG
RIO POMBA,MG,TABULEIRO,MG
RIO POMBA,MG,TOCANTINS,MG
RIO PRETO,MG,SANTA BÁRBARA DO MONTE VERDE,MG
RIO PRETO,MG,SANTA RITA DE JACUTINGA,MG
RIO PRETO,MG,VALENÇA,RJ
RIO VERMELHO,MG,SENADOR MODESTINO GONÇALVES,MG
RIO VERMELHO,MG,SERRA AZUL DE MINAS,MG
RIO VERMELHO,MG,SERRO,MG
RITÁPOLIS,MG,SÃO JOÃO DEL REI,MG
RITÁPOLIS,MG,SÃO TIAGO,MG
ROCHEDO DE MINAS,MG,SÃO JOÃO NEPOMUCENO,MG
RODEIRO,MG,UBÁ,MG
ROSÁRIO DA LIMEIRA,MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,MG
RUBELITA,MG,SALINAS,MG
RUBELITA,MG,VIRGEM DA LAPA,MG
RUBIM,MG,SANTO ANTÔNIO DO JACINTO,MG
SABARÁ,MG,SANTA LUZIA,MG
SABARÁ,MG,TAQUARAÇU DE MINAS,MG
SABINÓPOLIS,MG,SANTO ANTÔNIO DO ITAMBÉ,MG
SABINÓPOLIS,MG,SÃO JOÃO EVANGELISTA,MG
SABINÓPOLIS,MG,SENHORA DO PORTO,MG
SABINÓPOLIS,MG,SERRO,MG
SACRAMENTO,MG,SANTA JULIANA,MG
SACRAMENTO,MG,SÃO ROQUE DE MINAS,MG
SACRAMENTO,MG,TAPIRA,MG
SACRAMENTO,MG,UBERABA,MG
SALINAS,MG,SANTA CRUZ DE SALINAS,MG
SALINAS,MG,TAIOBEIRAS,MG
SALTO DA DIVISA,MG,SANTA MARIA DO SALTO,MG
SANTA BÁRBARA,MG,SÃO GONÇALO DO RIO ABAIXO,MG
SANTA BÁRBARA DO LESTE,MG,SANTA RITA DE MINAS,MG
SANTA BÁRBARA DO LESTE,MG,SIMONÉSIA,MG
SANTA CRUZ DE MINAS,MG,SÃO JOÃO DEL REI,MG
SANTA CRUZ DE MINAS,MG,TIRADENTES,MG
SANTA CRUZ DE SALINAS,MG,TAIOBEIRAS,MG
SANTA CRUZ DO ESCALVADO,MG,SEM-PEIXE,MG
SANTA CRUZ DO ESCALVADO,MG,URUCÂNIA,MG
SANTA EFIGÊNIA DE MINAS,MG,SÃO GERALDO DA PIEDADE,MG
SANTA EFIGÊNIA DE MINAS,MG,SARDOÁ,MG
SANTA FÉ DE MINAS,MG,SÃO ROMÃO,MG
SANTA LUZIA,MG,TAQUARAÇU DE MINAS,MG
SANTA LUZIA,MG,VESPASIANO,MG
SANTA MARGARIDA,MG,SÃO JOÃO DO MANHUAÇU,MG
SANTA MARIA DO SALTO,MG,SANTO ANTÔNIO DO JACINTO,MG
SANTA MARIA DO SUAÇUÍ,MG,SÃO JOSÉ DA SAFIRA,MG
SANTA MARIA DO SUAÇUÍ,MG,SÃO SEBASTIÃO DO MARANHÃO,MG
SANTA MARIA DO SUAÇUÍ,MG,VIRGOLÂNDIA,MG
SANTA RITA DE IBITIPOCA,MG,SANTANA DO GARAMBÉU,MG
SANTA RITA DE JACUTINGA,MG,VALENÇA,RJ
SANTA RITA DO SAPUCAÍ,MG,SÃO JOSÉ DO ALEGRE,MG
SANTA RITA DO SAPUCAÍ,MG,SÃO SEBASTIÃO DA BELA VISTA,MG
SANTA ROSA DA SERRA,MG,SÃO GOTARDO,MG
SANTA VITÓRIA,MG,UNIÃO DE MINAS,MG
SANTANA DA VARGEM,MG,TRÊS PONTAS,MG
SANTANA DE PIRAPAMA,MG,SANTANA DO RIACHO,MG
SANTANA DO DESERTO,MG,SIMÃO PEREIRA,MG
SANTANA DO JACARÉ,MG,SANTO ANTÔNIO DO AMPARO,MG
SANTANA DO JACARÉ,MG,SÃO FRANCISCO DE PAULA,MG
SANTANA DO MANHUAÇU,MG,SÃO JOSÉ DO MANTIMENTO,MG
SANTANA DO MANHUAÇU,MG,SIMONÉSIA,MG
SANTO ANTÔNIO DO AMPARO,MG,SÃO FRANCISCO DE PAULA,MG
SANTO ANTÔNIO DO AVENTUREIRO,MG,SENADOR CORTES,MG
SANTO ANTÔNIO DO GRAMA,MG,URUCÂNIA,MG
SANTO ANTÔNIO DO ITAMBÉ,MG,SERRA AZUL DE MINAS,MG
SANTO ANTÔNIO DO ITAMBÉ,MG,SERRO,MG
SANTO ANTÔNIO DO MONTE,MG,SÃO SEBASTIÃO DO OESTE,MG
SANTO ANTÔNIO DO RIO ABAIXO,MG,SÃO SEBASTIÃO DO RIO PRETO,MG
SANTOS DUMONT,MG,TABULEIRO,MG
SÃO BENTO ABADE,MG,SÃO THOMÉ DAS LETRAS,MG
SÃO BENTO ABADE,MG,TRÊS CORAÇÕES,MG
SÃO DOMINGOS DAS DORES,MG,SÃO SEBASTIÃO DO ANTA,MG
SÃO DOMINGOS DO PRATA,MG,SÃO JOSÉ DO GOIABAL,MG
SÃO DOMINGOS DO PRATA,MG,SEM-PEIXE,MG
SÃO FÉLIX DE MINAS,MG,SÃO JOSÉ DO DIVINO,MG
SÃO FRANCISCO DO GLÓRIA,MG,VIEIRAS,MG
SÃO GERALDO,MG,VISCONDE DO RIO BRANCO,MG
SÃO GERALDO DA PIEDADE,MG,SARDOÁ,MG
SÃO GONÇALO DO ABAETÉ,MG,TIROS,MG
SÃO GONÇALO DO ABAETÉ,MG,TRÊS MARIAS,MG
SÃO GONÇALO DO ABAETÉ,MG,VARJÃO DE MINAS,MG
SÃO GONÇALO DO RIO PRETO,MG,SENADOR MODESTINO GONÇALVES,MG
SÃO GONÇALO DO SAPUCAÍ,MG,SILVIANÓPOLIS,MG
SÃO GONÇALO DO SAPUCAÍ,MG,TURVOLÂNDIA,MG
SÃO GOTARDO,MG,SERRA DA SAUDADE,MG
SÃO GOTARDO,MG,TIROS,MG
SÃO JOÃO BATISTA DO GLÓRIA,MG,SÃO JOSÉ DA BARRA,MG
SÃO JOÃO BATISTA DO GLÓRIA,MG,SÃO ROQUE DE MINAS,MG
SÃO JOÃO BATISTA DO GLÓRIA,MG,VARGEM BONITA,MG
SÃO JOÃO DA MATA,MG,SILVIANÓPOLIS,MG
SÃO JOÃO DA MATA,MG,TURVOLÂNDIA,MG
SÃO JOÃO DA PONTE,MG,VARZELÂNDIA,MG
SÃO JOÃO DA PONTE,MG,VERDELÂNDIA,MG
SÃO JOÃO DEL REI,MG,TIRADENTES,MG
SÃO JOÃO DO ORIENTE,MG,SOBRÁLIA,MG
SÃO JOÃO DO ORIENTE,MG,TARUMIRIM,MG
SÃO JOÃO DO PARAÍSO,MG,TAIOBEIRAS,MG
SÃO JOÃO DO PARAÍSO,MG,VARGEM GRANDE DO RIO PARDO,MG
SÃO JOÃO EVANGELISTA,MG,SÃO JOSÉ DO JACURI,MG
SÃO JOÃO EVANGELISTA,MG,SÃO PEDRO DO SUAÇUÍ,MG
SÃO JOSÉ DA LAPA,MG,VESPASIANO,MG
SÃO JOSÉ DO GOIABAL,MG,SÃO PEDRO DOS FERROS,MG
SÃO JOSÉ DO JACURI,MG,SÃO PEDRO DO SUAÇUÍ,MG
SÃO JOSÉ DO JACURI,MG,SÃO SEBASTIÃO DO MARANHÃO,MG
SÃO LOURENÇO,MG,SÃO SEBASTIÃO DO RIO VERDE,MG
SÃO LOURENÇO,MG,SOLEDADE DE MINAS,MG
SÃO MIGUEL DO ANTA,MG,TEIXEIRAS,MG
SÃO MIGUEL DO ANTA,MG,VIÇOSA,MG
SÃO ROMÃO,MG,UBAÍ,MG
SÃO ROMÃO,MG,URUCUIA,MG
SÃO ROQUE DE MINAS,MG,TAPIRA,MG
SÃO ROQUE DE MINAS,MG,VARGEM BONITA,MG
SÃO SEBASTIÃO DA BELA VISTA,MG,SILVIANÓPOLIS,MG
SÃO SEBASTIÃO DO PARAÍSO,MG,SÃO TOMÁS DE AQUINO,MG
SÃO SEBASTIÃO DO RIO VERDE,MG,VIRGÍNIA,MG
SÃO THOMÉ DAS LETRAS,MG,TRÊS CORAÇÕES,MG
SÃO VICENTE DE MINAS,MG,SERRANOS,MG
SENADOR FIRMINO,MG,UBÁ,MG
SERITINGA,MG,SERRANOS,MG
SERRA AZUL DE MINAS,MG,SERRO,MG
SILVIANÓPOLIS,MG,TURVOLÂNDIA,MG
SOBRÁLIA,MG,TARUMIRIM,MG
TEIXEIRAS,MG,VIÇOSA,MG
TIROS,MG,VARJÃO DE MINAS,MG
TOCANTINS,MG,UBÁ,MG
TRÊS CORAÇÕES,MG,VARGINHA,MG
TRÊS PONTAS,MG,VARGINHA,MG
TUPACIGUARA,MG,UBERLÂNDIA,MG
TURMALINA,MG,VEREDINHA,MG
UBÁ,MG,VISCONDE DO RIO BRANCO,MG
UBERABA,MG,UBERLÂNDIA,MG
UBERABA,MG,VERÍSSIMO,MG
UBERLÂNDIA,MG,VERÍSSIMO,MG
UNAÍ,MG,URUANA DE MINAS,MG
VARZELÂNDIA,MG,VERDELÂNDIA,MG
ÁGUA CLARA,MS,BRASILÂNDIA,MS
ÁGUA CLARA,MS,CAMAPUÃ,MS
ÁGUA CLARA,MS,CHAPADÃO DO SUL,MS
ÁGUA CLARA,MS,INOCÊNCIA,MS
ÁGUA CLARA,MS,PARAÍSO DAS ÁGUAS,MS
ÁGUA CLARA,MS,RIBAS DO RIO PARDO,MS
ÁGUA CLARA,MS,TRÊS LAGOAS,MS
ALCINÓPOLIS,MS,COSTA RICA,MS
ALCINÓPOLIS,MS,COXIM,MS
ALCINÓPOLIS,MS,FIGUEIRÃO,MS
ALCINÓPOLIS,MS,PEDRO GOMES,MS
ALCINÓPOLIS,MS,ALTO ARAGUAIA,MT
ALCINÓPOLIS,MS,ALTO TAQUARI,MT
AMAMBAI,MS,ARAL MOREIRA,MS
AMAMBAI,MS,CAARAPÓ,MS
AMAMBAI,MS,CORONEL SAPUCAIA,MS
AMAMBAI,MS,IGUATEMI,MS
AMAMBAI,MS,JUTI,MS
AMAMBAI,MS,LAGUNA CARAPÃ,MS
AMAMBAI,MS,TACURU,MS
ANASTÁCIO,MS,AQUIDAUANA,MS
ANASTÁCIO,MS,BONITO,MS
ANASTÁCIO,MS,DOIS IRMÃOS DO BURITI,MS
ANASTÁCIO,MS,MARACAJU,MS
ANASTÁCIO,MS,MIRANDA,MS
ANASTÁCIO,MS,NIOAQUE,MS
ANAURILÂNDIA,MS,BATAGUASSU,MS
ANAURILÂNDIA,MS,BATAYPORÃ,MS
ANAURILÂNDIA,MS,NOVA ANDRADINA,MS
ANGÉLICA,MS,DEODÁPOLIS,MS
ANGÉLICA,MS,IVINHEMA,MS
ANGÉLICA,MS,NOVA ALVORADA DO SUL,MS
ANGÉLICA,MS,NOVA ANDRADINA,MS
ANGÉLICA,MS,RIO BRILHANTE,MS
ANTÔNIO JOÃO,MS,BELA VISTA,MS
ANTÔNIO JOÃO,MS,PONTA PORÃ,MS
APARECIDA DO TABOADO,MS,INOCÊNCIA,MS
APARECIDA DO TABOADO,MS,PARANAÍBA,MS
APARECIDA DO TABOADO,MS,SELVÍRIA,MS
AQUIDAUANA,MS,CORGUINHO,MS
AQUIDAUANA,MS,CORUMBÁ,MS
AQUIDAUANA,MS,DOIS IRMÃOS DO BURITI,MS
AQUIDAUANA,MS,MIRANDA,MS
AQUIDAUANA,MS,RIO NEGRO,MS
AQUIDAUANA,MS,RIO VERDE DE MATO GROSSO,MS
AQUIDAUANA,MS,TERENOS,MS
ARAL MOREIRA,MS,CORONEL SAPUCAIA,MS
ARAL MOREIRA,MS,LAGUNA CARAPÃ,MS
ARAL MOREIRA,MS,PONTA PORÃ,MS
BANDEIRANTES,MS,CAMAPUÃ,MS
BANDEIRANTES,MS,CORGUINHO,MS
BANDEIRANTES,MS,JARAGUARI,MS
BANDEIRANTES,MS,RIBAS DO RIO PARDO,MS
BANDEIRANTES,MS,ROCHEDO,MS
BANDEIRANTES,MS,SÃO GABRIEL DO OESTE,MS
BATAGUASSU,MS,NOVA ANDRADINA,MS
BATAGUASSU,MS,RIBAS DO RIO PARDO,MS
BATAGUASSU,MS,SANTA RITA DO PARDO,MS
BATAYPORÃ,MS,NOVA ANDRADINA,MS
BATAYPORÃ,MS,TAQUARUSSU,MS
BATAYPORÃ,MS,SÃO PEDRO DO PARANÁ,PR
BELA VISTA,MS,CARACOL,MS
BELA VISTA,MS,JARDIM,MS
BELA VISTA,MS,PONTA PORÃ,MS
BODOQUENA,MS,BONITO,MS
BODOQUENA,MS,CORUMBÁ,MS
BODOQUENA,MS,MIRANDA,MS
BODOQUENA,MS,PORTO MURTINHO,MS
BONITO,MS,GUIA LOPES DA LAGUNA,MS
